system,comp,sol,element,rest_l,z,z_err,c_d,cd_low,cd_high,b,mb_low,b_high,ew_flux,ew_vp,ew_er,s3,s5
15,l,S1306,FeII,2600.1725,4.88143,7.00E-05,14.4773,14.2482,14.6668,4.67804,4.67968,4.83841,0.329228,0.167224,0.00849693,-99,-99
15,l,S1306,FeII,2586.6496,4.88143,7.00E-05,14.4773,14.2482,14.6668,4.67804,4.67968,4.83841,0.23424,0.141274,0.00987152,-99,-99
15,l,S1306,FeII,2382.7642,4.88143,7.00E-05,14.4773,14.2482,14.6668,4.67804,4.67968,4.83841,0.265406,0.163729,0.0737152,-99,-99
15,l,S1306,FeII,2344.213,4.88143,7.00E-05,14.4773,14.2482,14.6668,4.67804,4.67968,4.83841,0.351034,0.149796,0.106007,-99,-99
15,l,S1306,FeII,1608.4508,4.88143,7.00E-05,14.4773,14.2482,14.6668,4.67804,4.67968,4.83841,0.0935675,0.0794953,0.0189126,-99,-99
15,l,S1306,FeII,1260.533,4.88143,7.00E-05,14.4773,14.2482,14.6668,4.67804,4.67968,4.83841,0.202728,0.042931,0.0127908,-99,-99
15,m,S1306,FeII,2600.1725,4.88236,5.56E-05,13.9403,13.8555,14.0146,28.3212,26.9468,29.7619,0.556859,0.51019,0.0109815,-99,-99
15,m,S1306,FeII,2586.6496,4.88236,5.56E-05,13.9403,13.8555,14.0146,28.3212,26.9468,29.7619,0.333635,0.295451,0.0168441,-99,-99
15,m,S1306,FeII,2382.7642,4.88236,5.56E-05,13.9403,13.8555,14.0146,28.3212,26.9468,29.7619,0.403539,0.443711,0.0406415,-99,-99
15,m,S1306,FeII,2344.213,4.88236,5.56E-05,13.9403,13.8555,14.0146,28.3212,26.9468,29.7619,0.528175,0.334649,0.0455624,-99,-99
15,m,S1306,FeII,1608.4508,4.88236,5.56E-05,13.9403,13.8555,14.0146,28.3212,26.9468,29.7619,0.174784,0.0953614,0.0178463,-99,-99
15,m,S1306,FeII,1260.533,4.88236,5.56E-05,13.9403,13.8555,14.0146,28.3212,26.9468,29.7619,0.227952,0.0269167,0.0165404,-99,-99
15,n,S1306,SiII,1526.707,4.8786,0.000133,14.2415,14.0924,14.3408,8.78365,7.62191,9.53127,0.155798,0.121954,0.0026127,-99,-99
15,n,S1306,SiII,1304.3702,4.8786,0.000133,14.2415,14.0924,14.3408,8.78365,7.62191,9.53127,-0.0370759,0.0873477,0.0296313,-99,-99
15,n,S1306,SiII,1260.4221,4.8786,0.000133,14.2415,14.0924,14.3408,8.78365,7.62191,9.53127,0.276738,0.153849,0.0136625,-99,-99
15,n,S1306,SiII,1193.2897,4.8786,0.000133,14.2415,14.0924,14.3408,8.78365,7.62191,9.53127,0.315255,0.127826,0.149328,-99,-99
15,n,S1306,SiII,1190.4158,4.8786,0.000133,14.2415,14.0924,14.3408,8.78365,7.62191,9.53127,0.0812643,0.106419,0.160128,-99,-99
15,o,S1306,SiII,1526.707,4.87937,0.000227,14.2834,14.2225,14.3228,27.966,27.8162,28.2026,0.348811,0.266617,0.0033365,-99,-99
15,o,S1306,SiII,1304.3702,4.87937,0.000227,14.2834,14.2225,14.3228,27.966,27.8162,28.2026,-0.346644,0.165383,0.0407177,-99,-99
15,o,S1306,SiII,1260.4221,4.87937,0.000227,14.2834,14.2225,14.3228,27.966,27.8162,28.2026,0.444834,0.393937,0.0171011,-99,-99
15,o,S1306,SiII,1193.2897,4.87937,0.000227,14.2834,14.2225,14.3228,27.966,27.8162,28.2026,0.33468,0.334808,0.189575,-99,-99
15,o,S1306,SiII,1190.4158,4.87937,0.000227,14.2834,14.2225,14.3228,27.966,27.8162,28.2026,0.0934726,0.264137,0.21491,-99,-99
15,p,S1306,SiII,1526.707,4.88057,0.000235,13.899,13.8448,13.9443,14.8794,12.9963,16.0753,0.248036,0.128698,0.00291144,-99,-99
15,p,S1306,SiII,1304.3702,4.88057,0.000235,13.899,13.8448,13.9443,14.8794,12.9963,16.0753,-0.0962028,0.0736529,0.0338189,-99,-99
15,p,S1306,SiII,1260.4221,4.88057,0.000235,13.899,13.8448,13.9443,14.8794,12.9963,16.0753,0.289365,0.202835,0.0136777,-99,-99
15,p,S1306,SiII,1193.2897,4.88057,0.000235,13.899,13.8448,13.9443,14.8794,12.9963,16.0753,0.20593,0.168435,0.137475,-99,-99
15,p,S1306,SiII,1190.4158,4.88057,0.000235,13.899,13.8448,13.9443,14.8794,12.9963,16.0753,0.0577808,0.129577,0.177844,-99,-99
15,q,S1306,SiII,1526.707,4.88136,0.000383,13.9544,13.8791,14.0016,23.2364,21.8452,23.2883,0.274632,0.153195,0.00293404,-99,-99
15,q,S1306,SiII,1304.3702,4.88136,0.000383,13.9544,13.8791,14.0016,23.2364,21.8452,23.2883,0.229009,0.0874938,0.0353015,-99,-99
15,q,S1306,SiII,1260.4221,4.88136,0.000383,13.9544,13.8791,14.0016,23.2364,21.8452,23.2883,0.381287,0.294596,0.0167312,-99,-99
15,q,S1306,SiII,1193.2897,4.88136,0.000383,13.9544,13.8791,14.0016,23.2364,21.8452,23.2883,0.337058,0.228764,0.140923,-99,-99
15,q,S1306,SiII,1190.4158,4.88136,0.000383,13.9544,13.8791,14.0016,23.2364,21.8452,23.2883,0.335315,0.173691,0.198877,-99,-99
15,r,S1306,SiII,1526.707,4.88186,0.0129,14.0571,13.9192,14.1466,59.227,53.5834,64.2916,0.553771,0.232676,0.00442044,-99,-99
15,r,S1306,SiII,1304.3702,4.88186,0.0129,14.0571,13.9192,14.1466,59.227,53.5834,64.2916,0.528855,0.117776,0.0509943,-99,-99
15,r,S1306,SiII,1260.4221,4.88186,0.0129,14.0571,13.9192,14.1466,59.227,53.5834,64.2916,0.62807,0.608276,0.0231062,-99,-99
15,r,S1306,SiII,1193.2897,4.88186,0.0129,14.0571,13.9192,14.1466,59.227,53.5834,64.2916,0.350422,0.420832,0.188925,-99,-99
15,r,S1306,SiII,1190.4158,4.88186,0.0129,14.0571,13.9192,14.1466,59.227,53.5834,64.2916,0.557231,0.279136,0.26911,-99,-99
15,s,S1306,SiII,1526.707,4.88246,0.000607,14.1801,14.1054,14.2249,23.3496,22.5196,24.1668,0.322236,0.224586,0.00350992,-99,-99
15,s,S1306,SiII,1304.3702,4.88246,0.000607,14.1801,14.1054,14.2249,23.3496,22.5196,24.1668,0.409637,0.136357,0.0420042,-99,-99
15,s,S1306,SiII,1260.4221,4.88246,0.000607,14.1801,14.1054,14.2249,23.3496,22.5196,24.1668,0.320145,0.307337,0.0160886,-99,-99
15,s,S1306,SiII,1193.2897,4.88246,0.000607,14.1801,14.1054,14.2249,23.3496,22.5196,24.1668,0.193988,0.261678,0.131816,-99,-99
15,s,S1306,SiII,1190.4158,4.88246,0.000607,14.1801,14.1054,14.2249,23.3496,22.5196,24.1668,0.157306,0.217594,0.190921,-99,-99
15,t,S1306,AlII,1670.7886,4.87872,0.00224,12.6057,12.5257,12.6568,16.4591,13.7131,18.2128,0.181814,0.116666,0.00567722,-99,-99
15,u,S1306,AlII,1670.7886,4.87925,0.00304,12.5664,12.4979,12.61,18.3308,17.4176,18.9209,0.209777,0.113859,0.00580384,-99,-99
15,v,S1306,AlII,1670.7886,4.88,0.000597,12.3812,12.3096,12.4271,10.614,7.5206,12.5795,0.117465,0.0705569,0.00485838,-99,-99
15,w,S1306,AlII,1670.7886,4.88069,0.000173,12.8579,12.7746,12.9105,6.28001,5.75712,6.6111,0.148799,0.0947902,0.00487403,-99,-99
15,y,S1306,AlII,1670.7886,4.88138,8.56E-05,13.9971,13.7401,14.1604,5.58141,5.15632,5.85083,0.180578,0.128633,0.00475136,-99,-99
15,z,S1306,AlII,1670.7886,4.88232,8.55E-05,12.9673,12.9036,13.0079,28.1681,26.6616,29.1244,0.289807,0.234244,0.00717006,-99,-99
16,a,S1306,CIV,1548.2049,4.9767,7.52E-05,13.1727,12.9703,13.3015,22.6703,16.1604,26.8062,0.0564081,0.0492201,0.00422741,0.836423,0.836423
16,a,S1306,CIV,1550.7785,4.9767,7.52E-05,13.1727,12.9703,13.3015,22.6703,16.1604,26.8062,0.00958995,0.0263959,0.0041344,-99,-99
17,a,S1306,CIV,1548.2049,5.02347,0.000228171,12.8832,12.5536,13.0931,8.97734,1,21.1841,0.0321567,0.0255619,0.0180807,0.286113,0.157955
17,a,S1306,CIV,1550.7785,5.02347,0.000228,12.8832,12.5536,13.0931,8.97734,1,21.1841,0.0166679,0.0139796,0.00660298,-99,-99
18,a,S1306,CIV,1548.2049,5.04281,5.42E-05,13.4541,12.7334,13.9132,1.17776,1,1.56591,0.0241147,0.0202321,0.00778419,0.862262,0.862262
18,a,S1306,CIV,1550.7785,5.04281,5.42E-05,13.4541,12.7334,13.9132,1.17776,1,1.56591,0.0171291,0.0173297,0.00582965,-99,-99
19,a,S1306,CIV,1548.2049,5.14296,9.81E-05,13.0424,12.835,13.1744,17.4893,13.3947,20.0837,0.037383,0.0378837,0.00490407,0.398155,0.322313
19,a,S1306,CIV,1550.7785,5.14296,9.81E-05,13.0424,12.835,13.1744,17.4893,13.3947,20.0837,0.0191302,0.0206019,0.00546798,-99,-99
20,a,S1306,CIV,1548.2049,5.24734,6.95E-05,13.0369,12.8276,13.1704,3.44454,1,5.07732,0.0266638,0.0272206,0.0058467,0.568947,0.32399
20,a,S1306,CIV,1550.7785,5.24734,6.95E-05,13.0369,12.8276,13.1704,3.44454,1,5.07732,0.0158676,0.0165649,0.00475249,-99,-99
21,b,S1306,CIV,1548.2049,5.80738,0.000173,13.1301,12.7584,13.4183,33.2121,15.8946,51.2822,0.0561525,0.0530478,0.00854324,0.662834,0.539994
21,b,S1306,CIV,1550.7785,5.80738,0.000173,13.1301,12.7584,13.4183,33.2121,15.8946,51.2822,0.0226417,0.0275976,0.00868874,0.658567,0.139227
1,a,U0148,MgII,2796.3543,2.39557,4.47E-05,12.5794,12.4659,12.6555,13.9784,9.32366,16.4145,0.12279,0.117544,0.0056905,0.777,0.621
1,a,U0148,MgII,2803.5315,2.39557,4.47E-05,12.5794,12.4659,12.6555,13.9784,9.32366,16.4145,0.0525019,0.0660185,0.00756274,0.777,0.621
2,a,U0148,FeII,2600.1725,2.47759,6.02E-05,12.8086,12.6435,12.8841,19.9742,15.4968,21.4591,0.0844001,0.0786647,0.00398148,-99,-99
2,a,U0148,FeII,2586.6496,2.47759,6.02E-05,12.8086,12.6435,12.8841,19.9742,15.4968,21.4591,0.354252,0.0241572,0.00377114,-99,-99
2,b,U0148,FeII,2382.7642,2.47759,6.02E-05,12.8086,12.6435,12.8841,19.9742,15.4968,21.4591,0.510959,0.0842372,0.430012,-99,-99
2,b,U0148,FeII,2344.213,2.47759,6.02E-05,12.8086,12.6435,12.8841,19.9742,15.4968,21.4591,132.912,0.032119,0.53254243,-99,-99
2,c,U0148,FeII,1608.4508,2.47759,6.02E-05,12.8086,12.6435,12.8841,19.9742,15.4968,21.4591,-0.48062,0.00806319,1.17479,-99,-99
2,c,U0148,MgII,2796.3543,2.47762,3.53E-05,13.0183,12.9354,13.1102,28.1502,25.7394,31.8879,0.294046,0.303868,0.00758079,0.967,0.967
2,d,U0148,MgII,2803.5315,2.47762,3.53E-05,13.0183,12.9354,13.1102,28.1502,25.7394,31.8879,0.179331,0.18161,0.00867197,0.967,0.967
2,d,U0148,MgII,2796.3543,2.47894,1.84E-05,13.2992,13.2299,13.3717,20.6252,18.7535,22.7376,0.373959,0.392451,0.00582927,0.967,0.967
2,e,U0148,MgII,2803.5315,2.47894,1.84E-05,13.2992,13.2299,13.3717,20.6252,18.7535,22.7376,0.288575,0.271773,0.00610847,0.967,0.967
2,e,U0148,FeII,2600.1725,2.47894,0.000119,12.6778,12.3425,13.0023,30.6131,21.3704,42.1638,0.0623042,0.0602105,0.00481112,-99,-99
2,f,U0148,FeII,2586.6496,2.47894,0.000119,12.6778,12.3425,13.0023,30.6131,21.3704,42.1638,0.0110228,0.0180333,0.00482065,-99,-99
2,f,U0148,FeII,2382.7642,2.47894,0.000119,12.6778,12.3425,13.0023,30.6131,21.3704,42.1638,1.07077,0.0681492,0.920036,-99,-99
2,f,U0148,FeII,2344.213,2.47894,0.000119,12.6778,12.3425,13.0023,30.6131,21.3704,42.1638,8.08488,0.0249428,13.4203,-99,-99
2,f,U0148,FeII,1608.4508,2.47894,0.000119,12.6778,12.3425,13.0023,30.6131,21.3704,42.1638,0.795101,0.00596063,1.30993,-99,-99
2,f,U0148,FeII,2600.1725,2.48038,1.56E-05,14.1861,14.1116,14.2836,27.7154,26.209,25.9478,0.690431,0.655386,0.00422959,-99,-99
2,g,U0148,FeII,2586.6496,2.48038,1.56E-05,14.1861,14.1116,14.2836,27.7154,26.209,25.9478,0.387217,0.372462,0.00840909,-99,-99
2,g,U0148,FeII,2382.7642,2.48038,1.56E-05,14.1861,14.1116,14.2836,27.7154,26.209,25.9478,0.819026,0.642101,0.704736,-99,-99
2,g,U0148,FeII,2344.213,2.48038,1.56E-05,14.1861,14.1116,14.2836,27.7154,26.209,25.9478,1.2314,0.4153,5.00489,-99,-99
2,g,U0148,FeII,1608.4508,2.48038,1.56E-05,14.1861,14.1116,14.2836,27.7154,26.209,25.9478,-0.275775,0.142805,1.28564,-99,-99
2,g,U0148,MgII,2796.3543,2.48039,0.000343,14.4337,14.3757,15.2739,34.7539,33.8773,34.5442,1.16676,1.11232,0.00686603,0.967,0.967
2,h,U0148,MgII,2803.5315,2.48039,0.000343,14.4337,14.3757,15.2739,34.7539,33.8773,34.5442,1.15385,1.01835,0.00735432,0.967,0.967
2,h,U0148,MgI,2852.9633,2.48046,0.000106,12.3189,12.2306,12.4148,23.8541,21.136,28.2405,0.198691,0.197254,0.0130277,-99,-99
2,h,U0148,MgI,2852.9633,2.48119,0.000193,11.8154,11.6672,11.9821,13.8963,9.83535,22.5054,0.0994937,0.0743764,0.0138366,-99,-99
2,h,U0148,FeII,2600.1725,2.48119,1.77E-05,13.956,13.8777,14.0117,10.0937,8.99184,11.1412,0.286287,0.254393,0.00536481,-99,-99
2,h,U0148,FeII,2586.6496,2.48119,1.77E-05,13.956,13.8777,14.0117,10.0937,8.99184,11.1412,0.185413,0.174571,0.0041236,-99,-99
2,i,U0148,FeII,2382.7642,2.48119,1.77E-05,13.956,13.8777,14.0117,10.0937,8.99184,11.1412,0.10537,0.244987,0.451049,-99,-99
2,i,U0148,FeII,2344.213,2.48119,1.77E-05,13.956,13.8777,14.0117,10.0937,8.99184,11.1412,-0.191717,0.190831,2.87986,-99,-99
2,i,U0148,FeII,1608.4508,2.48119,1.77E-05,13.956,13.8777,14.0117,10.0937,8.99184,11.1412,-1.39156,0.0719106,0.939619,-99,-99
2,i,U0148,MgII,2796.3543,2.48119,0.000342,14.1103,14.0314,14.5431,18.8235,17.9125,11.7571,0.672391,0.602835,0.00575055,0.967,0.967
2,i,U0148,MgII,2803.5315,2.48119,0.000342,14.1103,14.0314,14.5431,18.8235,17.9125,11.7571,0.745422,0.557144,0.0064083,0.967,0.967
2,j,U0148,MgII,2796.3543,2.48231,4.43E-05,12.6679,12.5522,12.7904,14.2913,9.62219,18.9181,0.141801,0.144874,0.00858322,0.967,0.967
2,k,U0148,MgII,2803.5315,2.48231,4.43E-05,12.6679,12.5522,12.7904,14.2913,9.62219,18.9181,0.0809623,0.079001,0.00560374,0.967,0.967
3,a,U0148,MgI,2852.9633,2.7217,6.11E-05,11.7172,11.5497,11.9865,15.2312,10.0817,35.4926,0.0766166,0.0700762,0.00735076,-99,-99
3,a,U0148,MgII,2796.3543,2.72177,6.39E-05,13.458,13.4025,13.488,53.1138,47.4465,64.4447,1.13113,0.840324,0.0150868,0.967,0.967
3,a,U0148,MgII,2803.5315,2.72177,6.39E-05,13.458,13.4025,13.488,53.1138,47.4465,64.4447,0.733323,0.390751,0.0106155,0.967,0.967
3,b,U0148,FeII,2600.1725,2.72196,9.32E-05,13.2978,13.2025,13.4932,31.0843,28.5474,43.9675,0.302575,0.213893,0.00615019,-99,-99
3,c,U0148,FeII,2586.6496,2.72196,9.32E-05,13.2978,13.2025,13.4932,31.0843,28.5474,43.9675,0.110541,0.0707877,0.00643195,-99,-99
3,c,U0148,FeII,2382.7642,2.72196,9.32E-05,13.2978,13.2025,13.4932,31.0843,28.5474,43.9675,0.324451,0.234452,0.0074592,-99,-99
3,c,U0148,FeII,2344.213,2.72196,9.32E-05,13.2978,13.2025,13.4932,31.0843,28.5474,43.9675,0.146999,0.0938856,0.0031698,-99,-99
3,c,U0148,FeII,1608.4508,2.72196,9.32E-05,13.2978,13.2025,13.4932,31.0843,28.5474,43.9675,0.447214,0.02362,0.385464,-99,-99
3,d,U0148,MgII,2796.3543,2.72203,1.82E-05,14.1967,14.0775,14.7657,22.0424,20.896,19.6371,0.861638,0.79647,0.0116195,0.967,0.967
3,d,U0148,MgII,2803.5315,2.72203,1.82E-05,14.1967,14.0775,14.7657,22.0424,20.896,19.6371,0.586232,0.543831,0.0071085,0.967,0.967
3,d,U0148,MgI,2852.9633,2.72227,6.10E-05,11.6118,11.4624,11.7524,7.18839,1.00362,21.6504,0.0415182,0.0383543,0.00462884,-99,-99
3,d,U0148,FeII,2600.1725,2.72239,2.40E-05,13.304,13.1942,13.3645,6.4935,4.56743,5.14777,0.194798,0.128994,0.0040931,-99,-99
3,d,U0148,FeII,2586.6496,2.72239,2.40E-05,13.304,13.1942,13.3645,6.4935,4.56743,5.14777,0.0728355,0.059748,0.00484233,-99,-99
3,d,U0148,FeII,2382.7642,2.72239,2.40E-05,13.304,13.1942,13.3645,6.4935,4.56743,5.14777,0.182662,0.122413,0.00705423,-99,-99
3,e,U0148,FeII,2344.213,2.72239,2.40E-05,13.304,13.1942,13.3645,6.4935,4.56743,5.14777,0.097283,0.0724601,0.00229074,-99,-99
3,f,U0148,FeII,1608.4508,2.72239,2.40E-05,13.304,13.1942,13.3645,6.4935,4.56743,5.14777,-0.338433,0.0222417,0.289384,-99,-99
4,a,U0148,MgII,2796.3543,3.01823,0.000106,13.5667,13.5143,13.6452,73.0371,67.3108,87.7031,1.27762,1.00559,0.0416353,0.967,0.967
4,a,U0148,MgII,2803.5315,3.01823,0.000106,13.5667,13.5143,13.6452,73.0371,67.3108,87.7031,1.10498,0.616608,0.0200531,0.967,0.967
4,b,U0148,MgII,2796.3543,3.0185,2.30E-05,14.1635,14.0597,15.135,24.4807,23.0043,18.7765,0.683726,0.629726,0.0299146,0.967,0.967
4,b,U0148,MgII,2803.5315,3.0185,2.30E-05,14.1635,14.0597,15.135,24.4807,23.0043,18.7765,0.575262,0.520985,0.00786942,0.967,0.967
4,c,U0148,MgII,2796.3543,3.01997,2.23E-05,13.2735,13.2083,13.2958,23.1197,21.5028,21.452,0.490626,0.446459,0.0113299,0.967,0.967
4,c,U0148,MgII,2803.5315,3.01997,2.23E-05,13.2735,13.2083,13.2958,23.1197,21.5028,21.452,0.311116,0.289951,0.010914,0.967,0.967
4,d,U0148,FeII,2600.1725,3.01843,3.08E-05,13.8604,13.7884,13.901,39.7203,36.4838,43.535,0.668271,0.676403,0.0109477,-99,-99
4,d,U0148,FeII,2586.6496,3.01843,3.08E-05,13.8604,13.7884,13.901,39.7203,36.4838,43.535,0.409124,0.270645,0.0146152,-99,-99
4,d,U0148,FeII,2382.7642,3.01843,3.08E-05,13.8604,13.7884,13.901,39.7203,36.4838,43.535,0.636863,0.604847,0.00566274,-99,-99
4,d,U0148,FeII,2344.213,3.01843,3.08E-05,13.8604,13.7884,13.901,39.7203,36.4838,43.535,0.381575,0.296734,0.0092594,-99,-99
4,e,U0148,FeII,1608.4508,3.01843,3.08E-05,13.8604,13.7884,13.901,39.7203,36.4838,43.535,-0.162525,0.0833021,0.499501,-99,-99
4,e,U0148,FeII,2600.1725,3.01858,3.37E-05,14.0278,13.8868,14.1282,7.16538,5.07148,9.99519,0.280019,0.175104,0.00487188,-99,-99
4,e,U0148,FeII,2586.6496,3.01858,3.37E-05,14.0278,13.8868,14.1282,7.16538,5.07148,9.99519,0.209703,0.13221,0.00689667,-99,-99
4,e,U0148,FeII,2382.7642,3.01858,3.37E-05,14.0278,13.8868,14.1282,7.16538,5.07148,9.99519,0.345398,0.195349,0.00296173,-99,-99
4,e,U0148,FeII,2344.213,3.01858,3.37E-05,14.0278,13.8868,14.1282,7.16538,5.07148,9.99519,0.239028,0.155186,0.00550301,-99,-99
4,e,U0148,FeII,1608.4508,3.01858,3.37E-05,14.0278,13.8868,14.1282,7.16538,5.07148,9.99519,0.485215,0.0715514,0.313264,-99,-99
4,f,U0148,FeII,2600.1725,3.02007,3.23E-05,13.0342,12.9174,13.1178,8.06988,5.21122,23.7567,0.0976257,0.113685,0.0161788,-99,-99
4,f,U0148,FeII,2586.6496,3.02007,3.23E-05,13.0342,12.9174,13.1178,8.06988,5.21122,23.7567,0.0302741,0.0455623,0.0190527,-99,-99
4,f,U0148,FeII,2382.7642,3.02007,3.23E-05,13.0342,12.9174,13.1178,8.06988,5.21122,23.7567,0.101634,0.104308,0.0039038,-99,-99
4,f,U0148,FeII,2344.213,3.02007,3.23E-05,13.0342,12.9174,13.1178,8.06988,5.21122,23.7567,0.0494039,0.0487589,0.00615287,-99,-99
4,f,U0148,FeII,1608.4508,3.02007,3.23E-05,13.0342,12.9174,13.1178,8.06988,5.21122,23.7567,-0.540967,0.013075,0.354433,-99,-99
4,g,U0148,MgI,2852.9633,3.01833,0.00033,12.0064,11.799,12.4451,62.1876,45.8265,190.448,0.246016,0.125774,0.0225111,-99,-99
4,h,U0148,MgI,2852.9633,3.01851,4.18E-05,12.4932,12.3426,12.6362,4.38202,3.7895,4.94513,0.155135,0.115776,0.00939369,-99,-99
4,i,U0148,MgI,2852.9633,3.02023,0.00262,11.72,11.3772,11.6714,1.66463,1.00738,1.29215,0.0389929,0.0349309,0.0155505,-99,-99
4,j,U0148,CaII,3934.775,3.01845,0.0142,12.009,11.7625,12.202,2.23567,1.00188,3.93068,0.0487079,0.0520247,0.00595976,-99,-99
4,j,U0148,CaII,3969.5901,3.01845,0.0142,12.009,11.7625,12.202,2.23567,1.00188,3.93068,0.0228823,0.0356369,0.00575439,-99,-99
5,a,U0148,MgII,2796.3543,3.05164,0.000112,13.0586,12.9941,13.1972,37.7244,34.9675,45.9858,0.310754,0.279463,0.0247625,0.928,0.928
5,a,U0148,MgII,2803.5315,3.05164,0.000112,13.0586,12.9941,13.1972,37.7244,34.9675,45.9858,0.407675,0.210484,0.0243146,0.928,0.928
5,b,U0148,MgII,2796.3543,3.05223,3.33E-05,14.5042,13.9072,14.5459,4.34429,3.87949,3.4301,0.16873,0.154511,0.0236911,0.928,0.928
5,b,U0148,MgII,2803.5315,3.05223,3.33E-05,14.5042,13.9072,14.5459,4.34429,3.87949,3.4301,0.268679,0.183279,0.0226501,0.928,0.928
6,b,U0148,MgII,2796.3543,3.69207,3.75E-05,12.2656,12.0547,12.5766,20.5188,13.8633,43.1048,0.0756439,0.0770519,0.00569832,0.551,0.379
6,b,U0148,MgII,2803.5315,3.69207,3.75E-05,12.2656,12.0547,12.5766,20.5188,13.8633,43.1048,0.0319883,0.0396953,0.00936374,0.551,0.379
7,a,U0148,MgII,2796.3543,4.45996,6.28E-06,13.6562,13.5686,13.694,13.5598,12.3441,15.3393,0.371599,0.389528,0.00602126,0.967,0.967
7,a,U0148,MgII,2803.5315,4.45996,6.28E-06,13.6562,13.5686,13.694,13.5598,12.3441,15.3393,0.318259,0.330379,0.00458641,0.967,0.967
7,b,U0148,FeII,2600.1725,4.45992,1.15E-05,13.7213,13.5797,13.8742,7.78084,6.9468,8.54428,0.169646,0.197073,0.0133637,-99,-99
7,b,U0148,FeII,2586.6496,4.45992,1.15E-05,13.7213,13.5797,13.8742,7.78084,6.9468,8.54428,0.156071,0.132781,0.0243068,-99,-99
7,b,U0148,FeII,2382.7642,4.45992,1.15E-05,13.7213,13.5797,13.8742,7.78084,6.9468,8.54428,0.160152,0.16919,0.00416277,-99,-99
7,b,U0148,FeII,2344.213,4.45992,1.15E-05,13.7213,13.5797,13.8742,7.78084,6.9468,8.54428,0.139801,0.147284,0.00853555,-99,-99
7,b,U0148,FeII,1608.4508,4.45992,1.15E-05,13.7213,13.5797,13.8742,7.78084,6.9468,8.54428,0.0563781,0.0483553,0.0017102,-99,-99
7,b,U0148,FeII,1260.533,4.45992,1.15E-05,13.7213,13.5797,13.8742,7.78084,6.9468,8.54428,-0.533406,0.0153958,0.481905,-99,-99
7,c,U0148,AlII,1670.7886,4.45996,2.83E-05,12.7994,12.7296,12.8458,9.29169,7.73842,8.59729,0.119604,0.116736,0.00205103,-99,-99
8,a,U0148,CIV,1548.2049,4.47692,1.19E-05,14.2372,14.1656,14.3063,20.7413,18.9142,22.111,0.259656,0.244329,0.00148269,0.775458,0.775458
8,a,U0148,CIV,1550.7785,4.47692,1.19E-05,14.2372,14.1656,14.3063,20.7413,18.9142,22.111,0.175621,0.183868,0.00147854,-99,-99
9,a,U0148,CIV,1548.2049,4.5712,9.05E-05,13.0608,12.8007,13.5149,25.0354,18.2569,89.1991,0.0415257,0.0420781,0.00211332,0.926813,0.926813
9,a,U0148,CIV,1550.7785,4.5712,9.05E-05,13.0608,12.8007,13.5149,25.0354,18.2569,89.1991,0.0188842,0.0204223,0.00180278,-99,-99
10,a,U0148,MgII,2796.3543,4.89031,3.95E-05,14.2179,14.0937,14.4487,19.0642,17.9261,19.3968,0.811029,0.699718,0.00466399,0.933,0.933
10,a,U0148,MgII,2803.5315,4.89031,3.95E-05,14.2179,14.0937,14.4487,19.0642,17.9261,19.3968,0.634189,0.526239,0.00346762,0.933,0.933
10,b,U0148,MgII,2796.3543,4.89161,4.39E-05,14.0739,13.9837,14.231,30.3412,28.9209,31.9916,0.770808,0.782243,0.0190995,0.933,0.933
10,b,U0148,MgII,2803.5315,4.89161,4.39E-05,14.0739,13.9837,14.231,30.3412,28.9209,31.9916,0.978669,0.817612,0.00460207,0.933,0.933
10,c,U0148,CIV,1548.2049,4.89095,0.000157,13.2447,13.0748,13.6301,31.8733,27.4072,99.5101,0.0671422,0.0591514,0.00295131,0.962088,0.962088
10,c,U0148,CIV,1550.7785,4.89095,0.000157,13.2447,13.0748,13.6301,31.8733,27.4072,99.5101,0.0199708,0.03186,0.00309406,-99,-99
10,d,U0148,FeII,2600.1725,4.89056,7.50E-05,14.0733,13.9885,14.1729,23.7714,21.9488,27.6152,0.564659,0.522596,0.00458225,-99,-99
10,d,U0148,FeII,2586.6496,4.89056,7.50E-05,14.0733,13.9885,14.1729,23.7714,21.9488,27.6152,0.336708,0.30766,0.00803331,-99,-99
10,d,U0148,FeII,2382.7642,4.89056,7.50E-05,14.0733,13.9885,14.1729,23.7714,21.9488,27.6152,0.626201,0.55176,0.0113846,-99,-99
10,d,U0148,FeII,2344.213,4.89056,7.50E-05,14.0733,13.9885,14.1729,23.7714,21.9488,27.6152,0.279961,0.383419,0.248066,-99,-99
10,d,U0148,FeII,1608.4508,4.89056,7.50E-05,14.0733,13.9885,14.1729,23.7714,21.9488,27.6152,0.111464,0.110767,0.00324154,-99,-99
10,d,U0148,FeII,1260.533,4.89056,7.50E-05,14.0733,13.9885,14.1729,23.7714,21.9488,27.6152,0.288801,0.0329516,0.006175,-99,-99
10,e,U0148,FeII,2600.1725,4.89176,5.72E-05,14.3092,14.2281,14.8426,7.04619,6.87395,5.39524,0.308097,0.208222,0.00333892,-99,-99
10,e,U0148,FeII,2586.6496,4.89176,5.72E-05,14.3092,14.2281,14.8426,7.04619,6.87395,5.39524,0.0157236,0.181643,0.0444594,-99,-99
10,e,U0148,FeII,2382.7642,4.89176,5.72E-05,14.3092,14.2281,14.8426,7.04619,6.87395,5.39524,0.393564,0.223727,0.0105471,-99,-99
